infection_index,time,viral_load,person_id,date,phase
58,1.0599668517789673,8.566926999683536,196,25,post_offset
58,5.0599668517789675,8.567305193762802,196,29,post_offset
58,9.059966851778967,0.6926032767248467,196,33,post_offset
59,1.0015190532160494,4.895384110027337,200,393,post_offset
59,5.001519053216049,12.154506630644578,200,397,post_offset
59,9.00151905321605,5.405189749942013,200,401,post_offset
60,0.9938500295501193,3.0530244495878014,204,165,post_offset
60,4.993850029550119,10.88634981212926,204,169,post_offset
60,8.993850029550119,6.498224781989244,204,173,post_offset
61,0.9871156056692115,2.723973852727231,208,245,post_offset
61,4.987115605669212,10.469735958907505,208,249,post_offset
61,8.987115605669212,7.492542218924199,208,253,post_offset
62,1.0004147902268148,5.264749414842563,210,233,post_offset
62,5.000414790226815,13.597940757505393,210,237,post_offset
62,9.000414790226815,4.951402340952324,210,241,post_offset
63,0.9955373832595844,4.823363988064991,211,77,post_offset
63,4.995537383259585,13.331307562415363,211,81,post_offset
63,8.995537383259585,5.653432128127065,211,85,post_offset
64,1.0407866705374043,8.625129097332076,212,381,post_offset
64,5.040786670537404,9.860641306160248,212,385,post_offset
64,9.040786670537404,2.4086042614857677,212,389,post_offset
65,1.0075874558533686,4.930214312689625,230,269,post_offset
65,5.007587455853368,12.978737499361152,230,273,post_offset
65,9.007587455853368,4.238230925377665,230,277,post_offset
66,1.0549293379477365,8.935944004569047,232,97,post_offset
66,5.054929337947737,9.10421449490197,232,101,post_offset
66,9.054929337947737,1.1510159597871077,232,105,post_offset
67,0.9942503202266667,3.177411008503955,233,125,post_offset
67,4.994250320226667,10.76593419316391,233,129,post_offset
67,8.994250320226667,6.647790995485562,233,133,post_offset
68,1.0479196260134762,7.052181287059224,234,329,post_offset
68,5.047919626013476,9.753261298306821,234,333,post_offset
68,9.047919626013476,1.2709757576290943,234,337,post_offset
69,0.9852274445393991,5.404081708170727,239,285,post_offset
69,4.985227444539399,13.533178294467778,239,289,post_offset
69,8.9852274445394,7.081799727391036,239,293,post_offset
70,1.0635895150617236,8.953221238157036,242,289,post_offset
70,5.063589515061723,8.97561302540625,242,293,post_offset
70,9.063589515061723,0.11579370196451844,242,297,post_offset
71,0.9963658046039401,4.619848699797327,244,317,post_offset
71,4.99636580460394,13.047944997279188,244,321,post_offset
71,8.99636580460394,5.683930942295617,244,325,post_offset
72,1.0294447062146224,4.996682083269124,247,313,post_offset
72,5.029444706214623,11.9209310933074,247,317,post_offset
72,9.029444706214623,2.20190367608937,247,321,post_offset
73,1.0512588430730119,7.246480946382883,249,357,post_offset
73,5.051258843073012,9.178254646802491,249,361,post_offset
73,9.051258843073011,1.186359436233149,249,365,post_offset
74,1.0670805461443424,8.733386357671385,252,305,post_offset
74,5.067080546144343,8.171634871355103,252,309,post_offset
74,9.067080546144343,0.05099194330041357,252,313,post_offset
75,1.0295696982176468,6.509748413743882,257,265,post_offset
75,5.029569698217647,10.309920031554586,257,269,post_offset
75,9.029569698217646,3.0646727040440354,257,273,post_offset
76,0.9803634426835954,2.8526726447619453,259,437,post_offset
76,4.980363442683595,12.062193251771882,259,441,post_offset
76,8.980363442683595,7.78328290683087,259,445,post_offset
77,1.0035172295609496,5.195247965933197,265,321,post_offset
77,5.003517229560949,12.937337543232507,265,325,post_offset
77,9.00351722956095,4.98106180266551,265,329,post_offset
78,1.0311049461549933,6.771735579378957,267,469,post_offset
78,5.0311049461549935,10.578463974128205,267,473,post_offset
78,9.031104946154993,2.8231287065463038,267,477,post_offset
79,1.004241195161606,5.083936701694296,268,173,post_offset
79,5.004241195161606,13.124310305864991,268,177,post_offset
79,9.004241195161606,4.742668587316202,268,181,post_offset
80,1.0114968132782756,6.9205049755225065,277,409,post_offset
80,5.011496813278276,12.340483503848432,277,413,post_offset
80,9.011496813278276,4.476253726334988,277,417,post_offset
81,0.990946559603829,2.9851391632561817,278,349,post_offset
81,4.990946559603829,10.884537315044643,278,353,post_offset
81,8.99094655960383,6.846233360068146,278,357,post_offset
82,1.01949438310208,8.141987775130682,282,77,post_offset
82,5.01949438310208,11.44067195980952,282,81,post_offset
82,9.01949438310208,4.087064711996257,282,85,post_offset
83,0.9869539487590194,3.678964088965498,288,441,post_offset
83,4.9869539487590195,11.137363399789091,288,445,post_offset
83,8.98695394875902,7.557688856382655,288,449,post_offset
84,1.0280305744233635,7.2918023295236365,289,41,post_offset
84,5.028030574423363,10.869543089444624,289,45,post_offset
84,9.028030574423363,3.157038571339948,289,49,post_offset
85,1.0109571453378787,5.47591067318412,290,37,post_offset
85,5.010957145337879,12.695498627130005,290,41,post_offset
85,9.010957145337878,4.112314030717557,290,45,post_offset
86,1.0503562752237745,8.949643769345885,292,293,post_offset
86,5.050356275223774,9.525758470843671,292,297,post_offset
86,9.050356275223775,1.4415405745440444,292,301,post_offset
87,1.0428082597308193,8.953632248313504,295,341,post_offset
87,5.042808259730819,7.439263119116982,295,345,post_offset
88,1.062848365147098,9.577540236144872,296,241,post_offset
88,5.062848365147098,9.04868904538543,296,245,post_offset
88,9.062848365147097,0.2992205201438641,296,249,post_offset
89,1.0376941304857832,9.342958959153188,297,21,post_offset
89,5.037694130485783,8.344195685561392,297,25,post_offset
90,1.0610491279769907,8.782009292928734,300,85,post_offset
90,5.0610491279769905,9.006242295937755,300,89,post_offset
90,9.061049127976991,0.46646895507755,300,93,post_offset
91,0.9974916675796192,3.0689330499538827,309,393,post_offset
91,4.997491667579619,10.723312539927552,309,397,post_offset
91,8.997491667579618,6.135574289545867,309,401,post_offset
92,0.9880546349469799,2.938030711623359,310,373,post_offset
92,4.98805463494698,11.620800851207893,310,377,post_offset
92,8.98805463494698,6.932999172709719,310,381,post_offset
93,1.0319649767294607,7.1421402542295445,311,305,post_offset
93,5.03196497672946,11.216592114407863,311,309,post_offset
93,9.03196497672946,2.55786029747759,311,313,post_offset
94,1.038202506142319,8.792070465671587,315,229,post_offset
94,5.038202506142319,8.344388510539051,315,233,post_offset
95,1.0229721839930965,6.756882008466424,316,333,post_offset
95,5.0229721839930965,11.274554958056871,316,337,post_offset
95,9.022972183993097,3.458267272888406,316,341,post_offset
96,0.9725528870794153,2.708852498984986,326,345,post_offset
96,4.972552887079416,12.086589996835094,326,349,post_offset
96,8.972552887079415,8.603555962844222,326,353,post_offset
96,12.972552887079415,0.5284431453680187,326,357,post_offset
97,1.002698122897168,4.912738400886554,327,465,post_offset
97,5.0026981228971685,13.46744263990494,327,469,post_offset
97,9.002698122897169,4.781750694016562,327,473,post_offset
98,1.002184079089922,2.754925378803682,336,429,post_offset
98,5.002184079089922,11.039791994896108,336,433,post_offset
98,9.002184079089922,5.411354734165382,336,437,post_offset
99,1.0407522583026785,8.074321992538021,338,165,post_offset
99,5.040752258302678,7.854731733299134,338,169,post_offset
100,1.0600708553166758,8.961003781540851,342,41,post_offset
100,5.060070855316676,8.903352005277602,342,45,post_offset
100,9.060070855316676,0.4713806297726829,342,49,post_offset
101,1.0006824911750394,5.498783993950075,343,473,post_offset
101,5.00068249117504,12.482417575104641,343,477,post_offset
101,9.00068249117504,5.336596350829225,343,481,post_offset
102,0.9784344357613911,3.427930091486526,346,49,post_offset
102,4.978434435761391,11.262320612497769,346,53,post_offset
102,8.978434435761391,7.810965760529085,346,57,post_offset
102,12.978434435761391,0.4619005365558475,346,61,post_offset
103,1.04656822219369,9.730411171192983,348,49,post_offset
103,5.04656822219369,9.442686941409937,348,53,post_offset
103,9.04656822219369,1.8940510894025073,348,57,post_offset
104,1.053452634231565,9.133255338985924,349,149,post_offset
104,5.053452634231565,9.178919672351961,349,153,post_offset
104,9.053452634231565,1.2445482509629828,349,157,post_offset
105,0.9928579054010694,5.180680531320259,357,349,post_offset
105,4.9928579054010696,13.511258029536044,357,353,post_offset
105,8.992857905401069,5.9136706135098756,357,357,post_offset
106,0.9775058001562205,2.784845073419888,368,29,post_offset
106,4.97750580015622,10.922017719307842,368,33,post_offset
106,8.977505800156221,7.627556435813496,368,37,post_offset
106,12.977505800156221,0.6587260352165822,368,41,post_offset
107,1.0035623228166373,5.097891398760591,370,405,post_offset
107,5.003562322816637,13.46983177925534,370,409,post_offset
107,9.003562322816638,4.633669062288947,370,413,post_offset
108,1.0391946060233992,7.142850206619866,372,365,post_offset
108,5.039194606023399,9.879887956120797,372,369,post_offset
108,9.039194606023399,2.1966534865617073,372,373,post_offset
109,1.0187466485016883,7.503909684728197,374,421,post_offset
109,5.018746648501688,11.762651939724247,374,425,post_offset
109,9.018746648501688,3.99237327877739,374,429,post_offset
110,1.0024961297006914,4.799975914070838,384,349,post_offset
110,5.002496129700692,12.782530447835725,384,353,post_offset
110,9.002496129700692,4.991706000428587,384,357,post_offset
111,0.9895063424434132,2.859503420735694,386,249,post_offset
111,4.989506342443413,10.72987902862956,386,253,post_offset
111,8.989506342443413,6.939109322143306,386,257,post_offset
112,1.001746304149812,5.491591404178448,395,157,post_offset
112,5.001746304149812,13.215247730207107,395,161,post_offset
112,9.001746304149812,5.030835140982729,395,165,post_offset
113,0.9660163168881972,3.0353518790803244,397,221,post_offset
113,4.966016316888197,11.78913350445044,397,225,post_offset
113,8.966016316888197,8.966142831343857,397,229,post_offset
113,12.966016316888197,1.4033493593077324,397,233,post_offset
114,1.0325279001726806,10.7458824224879,399,225,post_offset
114,5.03252790017268,10.470804166340706,399,229,post_offset
114,9.032527900172681,3.456135785452512,399,233,post_offset
115,1.0309372863188757,9.361372526834689,400,329,post_offset
115,5.030937286318876,9.929161070434638,400,333,post_offset
115,9.030937286318876,3.5194056240013984,400,337,post_offset
116,1.0512785909733355,6.75143197015913,406,261,post_offset
116,5.051278590973336,9.728301252044345,406,265,post_offset
116,9.051278590973336,0.7154852215181491,406,269,post_offset
117,1.0126704365742292,5.368751501690322,408,433,post_offset
117,5.012670436574229,12.512342399866071,408,437,post_offset
117,9.01267043657423,3.975828884146548,408,441,post_offset
118,1.0385643457312426,9.011209689781262,413,249,post_offset
118,5.038564345731243,8.198632557173827,413,253,post_offset
119,1.0298398653624177,7.094043927239005,417,401,post_offset
119,5.029839865362417,11.057751223746735,417,405,post_offset
119,9.029839865362417,2.733389503932193,417,409,post_offset
120,1.0408120275198338,8.246234189975972,419,217,post_offset
120,5.040812027519834,7.553001087673302,419,221,post_offset
121,1.037588921740049,8.797870398789422,426,285,post_offset
121,5.037588921740049,8.45720970024873,426,289,post_offset
122,1.0215260528607477,7.440508068642141,430,245,post_offset
122,5.0215260528607475,11.899406003852542,430,249,post_offset
122,9.021526052860748,3.594014392383828,430,253,post_offset
123,1.062460992253561,9.043472590185798,431,453,post_offset
123,5.062460992253561,8.524242159693697,431,457,post_offset
123,9.06246099225356,0.46578351841702115,431,461,post_offset
124,1.0534697571208884,8.883930238055443,436,129,post_offset
124,5.053469757120888,9.335173333651282,436,133,post_offset
124,9.053469757120888,1.1554359605146736,436,137,post_offset
125,0.996359804237508,3.5036449273374304,440,181,post_offset
125,4.996359804237508,11.07054721500851,440,185,post_offset
125,8.996359804237509,6.065714537316085,440,189,post_offset
126,1.0605628427972986,8.706999572764593,443,361,post_offset
126,5.060562842797299,8.782860529831437,443,365,post_offset
126,9.0605628427973,0.5698578837788081,443,369,post_offset
127,1.0145062595281031,4.934179658441962,444,137,post_offset
127,5.014506259528103,12.509613072427406,444,141,post_offset
127,9.014506259528103,3.750366824654756,444,145,post_offset
128,0.9763016498135213,5.02791250033442,445,221,post_offset
128,4.9763016498135215,13.646192743133227,445,225,post_offset
128,8.976301649813522,8.01158573048239,445,229,post_offset
128,12.976301649813522,0.5514442981724335,445,233,post_offset
129,1.0511037986479563,7.141188558430825,446,485,post_offset
129,5.051103798647956,10.089564506192394,446,489,post_offset
129,9.051103798647956,0.9005708449936356,446,493,post_offset
130,0.9828492653708906,2.9616371195009714,448,17,post_offset
130,4.9828492653708905,11.456479465653286,448,21,post_offset
130,8.982849265370891,7.619833248636226,448,25,post_offset
131,1.0252248069421652,7.116349744438097,450,9,post_offset
131,5.025224806942165,11.880561224638683,450,13,post_offset
131,9.025224806942166,3.0127965516609967,450,17,post_offset
132,1.0138881315590873,5.294522851421577,453,77,post_offset
132,5.013888131559087,12.402420532187076,453,81,post_offset
132,9.013888131559087,3.9232314272184716,453,85,post_offset
133,1.0325612178881536,9.357888174622634,454,477,post_offset
133,5.032561217888153,9.232434990874644,454,481,post_offset
134,1.0475507461708211,9.919695201874458,458,281,post_offset
134,5.047550746170821,9.223538712777279,458,285,post_offset
134,9.04755074617082,2.0941163786776347,458,289,post_offset
135,0.9818163423643077,3.135201644017289,460,105,post_offset
135,4.981816342364308,11.297281416382438,460,109,post_offset
135,8.981816342364308,7.772124593596382,460,113,post_offset
136,0.9856886603114869,2.655962889913988,462,461,post_offset
136,4.985688660311487,12.24279823364131,462,465,post_offset
136,8.985688660311487,7.0794622970519345,462,469,post_offset
137,0.9746296538520326,2.780866301897693,470,217,post_offset
137,4.974629653852032,11.761732080917225,470,221,post_offset
137,8.974629653852032,8.428581250606356,470,225,post_offset
137,12.974629653852032,0.5245025182425157,470,229,post_offset
138,1.0554474777841152,9.200329936589954,473,221,post_offset
138,5.055447477784115,9.599210269116952,473,225,post_offset
138,9.055447477784115,0.8242111466731927,473,229,post_offset
139,1.0240560116572233,6.361256192113174,474,309,post_offset
139,5.0240560116572235,11.256228672581972,474,313,post_offset
139,9.024056011657223,3.3466615497462064,474,317,post_offset
140,1.011470164312763,5.415933277857521,476,365,post_offset
140,5.0114701643127635,11.667610627216119,476,369,post_offset
140,9.011470164312763,4.364521447076018,476,373,post_offset
141,1.0475647401463266,6.44875253999244,481,73,post_offset
141,5.047564740146327,9.564077135029446,481,77,post_offset
141,9.047564740146326,1.2440967979472766,481,81,post_offset
142,1.039063387689489,6.637076421016804,485,97,post_offset
142,5.039063387689489,10.132355675770238,485,101,post_offset
142,9.039063387689488,2.177708009417364,485,105,post_offset
143,1.0041177446691598,4.973948267722526,489,233,post_offset
143,5.00411774466916,13.028390794487311,489,237,post_offset
143,9.00411774466916,4.8367280238822685,489,241,post_offset
144,1.0182382555128213,7.670606312733634,490,297,post_offset
144,5.018238255512822,11.702534700370265,490,301,post_offset
144,9.018238255512822,4.059416006609241,490,305,post_offset
145,1.0432698868712575,8.895556358130701,493,45,post_offset
145,5.043269886871258,7.462436370753016,493,49,post_offset
146,1.0492214073381345,6.739888229958005,496,449,post_offset
146,5.049221407338134,10.329636642914208,496,453,post_offset
146,9.049221407338134,0.9885898961147058,496,457,post_offset
